x_name,x_state_id,x_cnbv,x_impacto,x_localidad,x_municipio
01000,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01010,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01020,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01029,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01030,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01040,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01048,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01049,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01050,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01060,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01070,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01080,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01089,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01090,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01100,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01109,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01110,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01120,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01125,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01130,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01139,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01140,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01150,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01159,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01160,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01170,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01180,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01184,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01200,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01210,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01219,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01220,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01230,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01239,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01240,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01250,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01259,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01260,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01269,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01270,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01275,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01276,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01278,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01279,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01280,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01285,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01289,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01290,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01296,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01298,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01299,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01310,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01320,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01330,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01340,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01376,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01377,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01379,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01389,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01400,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01407,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01408,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01410,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01419,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01420,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01430,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01440,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01450,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01460,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01470,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01480,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01490,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01500,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01509,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01510,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01520,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01530,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01537,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01538,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01539,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01540,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01548,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01549,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01550,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01560,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01566,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01567,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01569,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01588,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01590,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01600,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01610,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01618,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01619,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01620,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01630,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01640,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01645,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01650,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01700,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01708,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01710,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01720,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01729,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01730,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01740,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01750,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01759,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01760,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01770,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01780,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01788,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01789,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01790,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01800,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01807,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01810,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01820,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01830,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01840,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01849,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01856,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01857,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01859,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01860,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01863,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01870,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01900,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01904,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01940,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
01990,Ciudad de México,01001002,1,01 - Ciudad de México,010 - Álvaro Obregón
02000,Ciudad de México,01001002,1,02 - Ciudad de México,002 - Azcapotzalco
02008,Ciudad de México,01001002,1,02 - Ciudad de México,002 - Azcapotzalco
02010,Ciudad de México,01001002,1,02 - Ciudad de México,002 - Azcapotzalco
02020,Ciudad de México,01001002,1,02 - Ciudad de México,002 - Azcapotzalco
02040,Ciudad de México,01001002,1,02 - Ciudad de México,002 - Azcapotzalco
02050,Ciudad de México,01001002,1,02 - Ciudad de México,002 - Azcapotzalco
02060,Ciudad de México,01001002,1,02 - Ciudad de México,002 - Azcapotzalco
02070,Ciudad de México,01001002,1,02 - Ciudad de México,002 - Azcapotzalco
02080,Ciudad de México,01001002,1,02 - Ciudad de México,002 - Azcapotzalco
02090,Ciudad de México,01001002,1,02 - Ciudad de México,002 - Azcapotzalco
02099,Ciudad de México,01001002,1,02 - Ciudad de México,002 - Azcapotzalco
02100,Ciudad de México,01001002,1,02 - Ciudad de México,002 - Azcapotzalco
