x_codigo,x_state_id,x_localidad,x_name
41,Oaxaca,San Francisco Telixtlahuaca,41 - San Francisco Telixtlahuaca
41,Veracruz,Cuichapa,41 - Cuichapa
42,Jalisco,El Quince (San José el Quince),42 - El Quince (San José el Quince)
42,Oaxaca,Mariscala de Juárez,42 - Mariscala de Juárez
42,Veracruz,Santiago Tuxtla,42 - Santiago Tuxtla
43,Jalisco,San José el Verde (El Verde),43 - San José el Verde (El Verde)
43,Oaxaca,Santiago Pinotepa Nacional,43 - Santiago Pinotepa Nacional
43,Veracruz,Huayacocotla,43 - Huayacocotla
44,Jalisco,Jocotepec,44 - Jocotepec
44,Oaxaca,Santiago Jamiltepec,44 - Santiago Jamiltepec
44,Veracruz,Paso de Ovejas,44 - Paso de Ovejas
45,Jalisco,Tecalitlán,45 - Tecalitlán
45,Oaxaca,San Pedro Pochutla,45 - San Pedro Pochutla
45,Veracruz,Catemaco,45 - Catemaco
46,Jalisco,Chapala,46 - Chapala
46,Oaxaca,Heroica Ciudad de Tlaxiaco,46 - Heroica Ciudad de Tlaxiaco
46,Veracruz,Nogales,46 - Nogales
47,Jalisco,Ajijic,47 - Ajijic
47,Oaxaca,San Juan Bautista Valle Nacional,47 - San Juan Bautista Valle Nacional
47,Veracruz,Las Choapas,47 - Las Choapas
48,Jalisco,San Ignacio Cerro Gordo,48 - San Ignacio Cerro Gordo
48,Oaxaca,Lagunas,48 - Lagunas
48,Veracruz,General Miguel Alemán (Potrero Nuevo),48 - General Miguel Alemán (Potrero Nuevo)
49,Jalisco,Zacoalco de Torres,49 - Zacoalco de Torres
49,Oaxaca,Ciudad Ixtepec,49 - Ciudad Ixtepec
49,Veracruz,Coatzintla,49 - Coatzintla
50,Jalisco,Huejuquilla el Alto,50 - Huejuquilla el Alto
50,Oaxaca,Santiago Juxtlahuaca,50 - Santiago Juxtlahuaca
50,Veracruz,Ángel R. Cabada,50 - Ángel R. Cabada
51,Jalisco,Villa Hidalgo,51 - Villa Hidalgo
51,Oaxaca,San Sebastián Tecomaxtlahuaca,51 - San Sebastián Tecomaxtlahuaca
51,Veracruz,San Rafael,51 - San Rafael
52,Jalisco,Unión de San Antonio,52 - Unión de San Antonio
52,Oaxaca,Asunción Nochixtlán,52 - Asunción Nochixtlán
52,Veracruz,Tlacojalpan,52 - Tlacojalpan
53,Jalisco,Las Pintitas,53 - Las Pintitas
53,Oaxaca,San Francisco Ixhuatán,53 - San Francisco Ixhuatán
53,Veracruz,Cosoleacaque,53 - Cosoleacaque
54,Jalisco,Tamazula de Gordiano,54 - Tamazula de Gordiano
54,Oaxaca,San Blas Atempa,54 - San Blas Atempa
54,Veracruz,Lerdo de Tejada,54 - Lerdo de Tejada
55,Jalisco,Acatlán de Juárez,55 - Acatlán de Juárez
55,Oaxaca,Santo Domingo Tehuantepec,55 - Santo Domingo Tehuantepec
55,Veracruz,Tihuatlán,55 - Tihuatlán
56,Jalisco,Valle de Guadalupe,56 - Valle de Guadalupe
56,Oaxaca,Cuilápam de Guerrero,56 - Cuilápam de Guerrero
56,Veracruz,Atoyac,56 - Atoyac
57,Oaxaca,El Rosario,57 - El Rosario
57,Veracruz,Huiloapan de Cuauhtémoc,57 - Huiloapan de Cuauhtémoc
58,Oaxaca,Santa Lucia del Camino,58 - Santa Lucia del Camino
58,Veracruz,Cazones de Herrera,58 - Cazones de Herrera
59,Oaxaca,San Antonio de la Cal,59 - San Antonio de la Cal
59,Veracruz,Yecuatla,59 - Yecuatla
60,Veracruz,Soledad de Doblado,60 - Soledad de Doblado
61,Veracruz,Cerro Azul,61 - Cerro Azul
62,Veracruz,Tezonapa,62 - Tezonapa
66,Veracruz,Sihuapan,66 - Sihuapan
67,Veracruz,El Higo,67 - El Higo
68,Veracruz,Paso del Macho,68 - Paso del Macho
69,Veracruz,Tlapacoyan,69 - Tlapacoyan
