x_codigo,x_zipcode_id,x_colonia,x_name
2577,43586,Xochihuacán,2577 - Xochihuacán
2577,48455,La Gloria,2577 - La Gloria
2577,54017,Niños Héroes,2577 - Niños Héroes
2577,61630,San Francisco Uricho (Uricho),2577 - San Francisco Uricho (Uricho)
2577,64102,Mirasol Sector 3 (San Felipe),2577 - Mirasol Sector 3 (San Felipe)
2577,75859,San Pablo Tepetzingo,2577 - San Pablo Tepetzingo
2577,76896,Las Salvas,2577 - Las Salvas
2577,79966,Huazalingo,2577 - Huazalingo
2577,81128,Las Parritas,2577 - Las Parritas
2577,85283,25 de Junio,2577 - 25 de Junio
2577,86756,Las Tijeras,2577 - Las Tijeras
2577,93827,Rafael Ramirez La Voignet,2577 - Rafael Ramirez La Voignet
2578,21135,Las Magdalenas,2578 - Las Magdalenas
2578,25013,Morelos Nueva Creación,2578 - Morelos Nueva Creación
2578,29057,Granjas Club Campestre,2578 - Granjas Club Campestre
2578,31375,2 de Octubre,2578 - 2 de Octubre
2578,35447,Lajas,2578 - Lajas
2578,38060,Santa María,2578 - Santa María
2578,40770,San Rafael,2578 - San Rafael
2578,43138,Ixtlapalaco,2578 - Ixtlapalaco
2578,48456,Mahuapa,2578 - Mahuapa
2578,54020,Benito Juárez (Tequex.),2578 - Benito Juárez (Tequex.)
2578,61637,Lázaro Cárdenas (Colonia de Lázaro Cárdenas),2578 - Lázaro Cárdenas (Colonia de Lázaro Cárdenas)
2578,70985,Bajo de Arenal,2578 - Bajo de Arenal
2578,75859,Santa Cruz Acapa,2578 - Santa Cruz Acapa
2578,76895,Del Coyote (San Bartolo),2578 - Del Coyote (San Bartolo)
2578,79997,La Fortuna,2578 - La Fortuna
2578,81128,Campo Figueroa,2578 - Campo Figueroa
2578,85283,Campo Astiazarán,2578 - Campo Astiazarán
2578,86683,Libertad 3ra. Sección (Monte Grande),2578 - Libertad 3ra. Sección (Monte Grande)
2578,93828,Aviación,2578 - Aviación
2579,21323,Residencial Barcelona II,2579 - Residencial Barcelona II
2579,29096,Industrial,2579 - Industrial
2579,31375,Antiguo Lienzo Charro,2579 - Antiguo Lienzo Charro
2579,35433,Llano del Pino,2579 - Llano del Pino
2579,38094,Arreguín de Abajo,2579 - Arreguín de Abajo
2579,40771,Catzundaro,2579 - Catzundaro
2579,42354,El Aguacatito,2579 - El Aguacatito
2579,48456,José María Pino Suárez (Nuevo Nahuapa),2579 - José María Pino Suárez (Nuevo Nahuapa)
2579,54020,El Dorado,2579 - El Dorado
2579,64102,Barrio Puerta del Sol,2579 - Barrio Puerta del Sol
2579,75859,21 de Marzo,2579 - 21 de Marzo
2579,76895,Del Barco (San Miguel Tlaxcaltepec),2579 - Del Barco (San Miguel Tlaxcaltepec)
2579,79963,La Peña,2579 - La Peña
2579,81985,La Guamuchilera,2579 - La Guamuchilera
2579,85284,Juchica,2579 - Juchica
2579,86756,Hablan los Hechos,2579 - Hablan los Hechos
2579,87390,Voluntad y Trabajo,2579 - Voluntad y Trabajo
2579,93828,5 de Mayo,2579 - 5 de Mayo
2580,13273,La Draga,2580 - La Draga
2580,21327,Hacienda de Castilla,2580 - Hacienda de Castilla
2580,25016,Loma Linda,2580 - Loma Linda
2580,29020,La Joyas,2580 - La Joyas
2580,31375,Manuel Buendía,2580 - Manuel Buendía
2580,35444,Santos Torres,2580 - Santos Torres
2580,38144,La Máquina,2580 - La Máquina
2580,40771,La Hacienda Vieja,2580 - La Hacienda Vieja
2580,42352,San Isidro,2580 - San Isidro
2580,48457,Teocinte (Teocintle),2580 - Teocinte (Teocintle)
2580,54020,La Joya Chica,2580 - La Joya Chica
2580,61637,Zinciro,2580 - Zinciro
2580,75860,San Antonio Cañada,2580 - San Antonio Cañada
2580,76895,Ojo de Agua (San Miguel Tlaxcaltepec),2580 - Ojo de Agua (San Miguel Tlaxcaltepec)
2580,79980,La Providencia,2580 - La Providencia
2580,81985,Ceferino Paredes,2580 - Ceferino Paredes
2580,85284,Aquichivo,2580 - Aquichivo
2580,86415,Pejelagartero 1ra Sección (Chichonal),2580 - Pejelagartero 1ra Sección (Chichonal)
2580,93828,Espaldilla,2580 - Espaldilla
2581,13300,Manuel M López III,2581 - Manuel M López III
2581,22705,Playas de Santander,2581 - Playas de Santander
2581,29089,Joyas del Oriente,2581 - Joyas del Oriente
2581,31375,Melchor Ocampo,2581 - Melchor Ocampo
2581,35443,Atanacio Villanueva Talamantes,2581 - Atanacio Villanueva Talamantes
2581,38094,Michinelas,2581 - Michinelas
2581,40771,La Ordeña,2581 - La Ordeña
2581,42344,El Tule,2581 - El Tule
2581,48458,El Tigre,2581 - El Tigre
2581,54020,Lomas Boulevares,2581 - Lomas Boulevares
2581,61632,Arocutin,2581 - Arocutin
2581,70990,La Merced Del Potrero,2581 - La Merced Del Potrero
2581,75865,Cuitlaxtepec,2581 - Cuitlaxtepec
2581,76884,San José (San Bartolo),2581 - San José (San Bartolo)
2581,79966,Los Amigos,2581 - Los Amigos
2581,81103,Ladrilleras de Ocoro,2581 - Ladrilleras de Ocoro
2581,85284,Felipe Salido,2581 - Felipe Salido
2581,86495,El Parnaso,2581 - El Parnaso
2581,93828,Teresa Peñafiel,2581 - Teresa Peñafiel
2582,13316,Manuel M López II,2582 - Manuel M López II
2582,22707,Catalina del Mar,2582 - Catalina del Mar
2582,25016,Gaspar Valdez,2582 - Gaspar Valdez
2582,29020,La Esmeralda,2582 - La Esmeralda
2582,31375,Obrera Vista Avalos,2582 - Obrera Vista Avalos
2582,35435,Mesa de los Tanques,2582 - Mesa de los Tanques
2582,38144,Jofre,2582 - Jofre
2582,40772,Ziritzicuaro,2582 - Ziritzicuaro
2582,42344,El Muhí,2582 - El Muhí
2582,48460,La Cruz de Loreto,2582 - La Cruz de Loreto
2582,61632,Jarácuaro,2582 - Jarácuaro
2582,66061,Parque Industrial II,2582 - Parque Industrial II
2582,70994,Santa María Petatengo,2582 - Santa María Petatengo
2582,75867,San Esteban Necoxcalco,2582 - San Esteban Necoxcalco
2582,76893,La Venta (Santiago Mexquititlán Barrio 6o.),2582 - La Venta (Santiago Mexquititlán Barrio 6o.)
2582,79983,Los Cerritos,2582 - Los Cerritos
2582,81101,La Sabanilla [Campo Preciado],2582 - La Sabanilla [Campo Preciado]
2582,85284,El Porvenir,2582 - El Porvenir
2582,86280,Las Lomas,2582 - Las Lomas
2582,93829,Lindavista,2582 - Lindavista
2583,13316,Los Volcanes,2583 - Los Volcanes
2583,22707,La Capilla,2583 - La Capilla
2583,29037,Nuevo Mirador,2583 - Nuevo Mirador
2583,31375,Sector 3 Robinson,2583 - Sector 3 Robinson
2583,35440,El Olvido,2583 - El Olvido
2583,38144,Los Mancera,2583 - Los Mancera
2583,40773,La Barranca Honda,2583 - La Barranca Honda
2583,42803,Quinta las Rosas,2583 - Quinta las Rosas
2583,48461,Piloto (Corralito de Piloto),2583 - Piloto (Corralito de Piloto)
2583,54020,Tequexquinahuac Parte Alta,2583 - Tequexquinahuac Parte Alta
2583,61632,San Miguel Nocutzepo,2583 - San Miguel Nocutzepo
2583,66061,Parque Industrial III,2583 - Parque Industrial III
2583,70990,Loma Larga o San Isidro,2583 - Loma Larga o San Isidro
2583,75870,Zapotitlán Salinas,2583 - Zapotitlán Salinas
2583,76895,De la Ladera (San Miguel Tlaxcaltepec),2583 - De la Ladera (San Miguel Tlaxcaltepec)
2583,79963,Totectitla los Ciruelos,2583 - Totectitla los Ciruelos
2583,81120,Campo la Once,2583 - Campo la Once
2583,85284,Campo Salido,2583 - Campo Salido
2583,86406,Los Naranjos 3ra Sección,2583 - Los Naranjos 3ra Sección
2583,87394,Luis Donaldo Colosio,2583 - Luis Donaldo Colosio
2583,93829,Marco Antonio Muñoz,2583 - Marco Antonio Muñoz
2584,13317,Nueva Tenochtitlán,2584 - Nueva Tenochtitlán
2584,22744,Plaza del Mar,2584 - Plaza del Mar
2584,25260,Universidad Norte,2584 - Universidad Norte
2584,35414,El Puerto Colorado,2584 - El Puerto Colorado
2584,38144,Santa Anita,2584 - Santa Anita
2584,40775,Carachurio El Nuevo,2584 - Carachurio El Nuevo
2584,42505,Benito Juárez,2584 - Benito Juárez
2584,48464,El Mapache,2584 - El Mapache
2584,54020,Valle Dorado,2584 - Valle Dorado
2584,61632,Tocuaro,2584 - Tocuaro
2584,70990,San Miguel del Puerto,2584 - San Miguel del Puerto
2584,75873,San Martín,2584 - San Martín
2584,76893,La Isla (Stgo. Mexquititlán B. 6o.),2584 - La Isla (Stgo. Mexquititlán B. 6o.)
2584,79964,Mazatétl,2584 - Mazatétl
2584,81132,Las Juntas de Chamicari,2584 - Las Juntas de Chamicari
2584,85284,Campo Rochín,2584 - Campo Rochín
2584,86288,El Encanto,2584 - El Encanto
2585,13319,Benito Quezada,2585 - Benito Quezada
2585,22744,Plaza del Sol Sección Piramides,2585 - Plaza del Sol Sección Piramides
2585,25023,Valle de Santa Elena,2585 - Valle de Santa Elena
2585,29026,Paraíso Ojo de Agua,2585 - Paraíso Ojo de Agua
2585,31115,Residencial San Francisco,2585 - Residencial San Francisco
2585,35436,El Ranchito,2585 - El Ranchito
2585,38145,San Lorenzo,2585 - San Lorenzo
2585,40780,La Tinaja,2585 - La Tinaja
2585,42505,San Ángel Inn,2585 - San Ángel Inn
2585,48465,El Tule,2585 - El Tule
2585,54021,Loma Azul,2585 - Loma Azul
2585,61633,La Zarzamora,2585 - La Zarzamora
2585,66062,Paso Cucharas,2585 - Paso Cucharas
2585,70990,Santa María Xadani,2585 - Santa María Xadani
2585,75874,Xochiltepec,2585 - Xochiltepec
2585,76895,De la Cruz (San Miguel Tlaxcaltepec),2585 - De la Cruz (San Miguel Tlaxcaltepec)
2585,79994,Mecachiquico,2585 - Mecachiquico
2585,81140,Ranchito de Zavala,2585 - Ranchito de Zavala
2585,85284,Hacienda Zaragoza,2585 - Hacienda Zaragoza
2585,86720,El Canal,2585 - El Canal
2585,93830,Coapeche,2585 - Coapeche
2586,13363,Tempiluli,2586 - Tempiluli
2586,22716,Rancho El Mirador,2586 - Rancho El Mirador
2586,29056,Los Tucanes,2586 - Los Tucanes
2586,35435,Rancho Alberto,2586 - Rancho Alberto
2586,38146,Juan Martín,2586 - Juan Martín
2586,40780,San Miguel Totolapan,2586 - San Miguel Totolapan
2586,42505,Pozo Grande,2586 - Pozo Grande
2586,48466,Tequesquite,2586 - Tequesquite
2586,54022,Robles Patera,2586 - Robles Patera
2586,61634,Yotatiro,2586 - Yotatiro
2586,70991,Camila,2586 - Camila
2586,75875,San Antonio Texcala,2586 - San Antonio Texcala
2586,76895,El Pueblito (San Miguel Tlaxcaltepec),2586 - El Pueblito (San Miguel Tlaxcaltepec)
2586,79994,Mecapala,2586 - Mecapala
2586,81162,Campo Filipinas,2586 - Campo Filipinas
2586,85284,Campo Marcos Aguilera,2586 - Campo Marcos Aguilera
2586,86801,Las Grutas,2586 - Las Grutas
2586,87394,El Roble,2586 - El Roble
2586,93830,La Defensa,2586 - La Defensa
2587,13545,Ampliación La Conchita,2587 - Ampliación La Conchita
2587,21620,Ángeles de Puebla,2587 - Ángeles de Puebla
2587,25084,Lomas del Refugio,2587 - Lomas del Refugio
2587,29020,Rincón de los Lagos,2587 - Rincón de los Lagos
2587,31115,Bosques de San Francisco III,2587 - Bosques de San Francisco III
2587,35435,Rancho de Peña,2587 - Rancho de Peña
2587,38147,La Machuca,2587 - La Machuca
2587,40781,El Terrero 1,2587 - El Terrero 1
2587,43000,Dos Caminos,2587 - Dos Caminos
2587,48470,San Rafael de los Moreno,2587 - San Rafael de los Moreno
2587,54023,Lomas de Valle Dorado,2587 - Lomas de Valle Dorado
2587,66062,Gloria Mendiola,2587 - Gloria Mendiola
2587,70992,Mirador,2587 - Mirador
2587,75876,La Mesa,2587 - La Mesa
2587,76878,Arroyo Hondo,2587 - Arroyo Hondo
2587,79997,Pahuayo San Miguel,2587 - Pahuayo San Miguel
2587,81904,La Loma de Lugo,2587 - La Loma de Lugo
2587,85284,Tacirocome,2587 - Tacirocome
2587,86670,Buena Vista,2587 - Buena Vista
