x_codigo,x_zipcode_id,x_colonia,x_name
4174,40014,Bugambilias,4174 - Bugambilias
4174,43946,Álvaro López Avilés,4174 - Álvaro López Avilés
4174,48317,Parques las Palmas,4174 - Parques las Palmas
4174,56250,San Miguel Coatlinchán,4174 - San Miguel Coatlinchán
4174,61169,El Rosario,4174 - El Rosario
4174,66614,Parque Industrial Azteca,4174 - Parque Industrial Azteca
4174,71985,Sector 2000,4174 - Sector 2000
4174,78410,Los Muñiz,4174 - Los Muñiz
4174,84173,La Choya (La Pitahaya),4174 - La Choya (La Pitahaya)
4174,96394,Miguel Alemán Valdés (Colonia Agrícola Ganadera),4174 - Miguel Alemán Valdés (Colonia Agrícola Ganadera)
4175,27925,Noria de Ramón Marrufo,4175 - Noria de Ramón Marrufo
4175,30846,15 de Septiembre,4175 - 15 de Septiembre
4175,31607,Campo 6.5 B,4175 - Campo 6.5 B
4175,34675,La Gloria,4175 - La Gloria
4175,37806,Renacimiento,4175 - Renacimiento
4175,43955,Alejandro Saldivar,4175 - Alejandro Saldivar
4175,48290,El Palmar del Progreso,4175 - El Palmar del Progreso
4175,61174,Barranquitas,4175 - Barranquitas
4175,66604,Misión de los Olivos,4175 - Misión de los Olivos
4175,70934,Santa Fe,4175 - Santa Fe
4175,78407,Los Pinos [Lubricantes y Servicios],4175 - Los Pinos [Lubricantes y Servicios]
4175,84178,La Cieneguita,4175 - La Cieneguita
4176,27918,Noria del Grupo de los Amarillos,4176 - Noria del Grupo de los Amarillos
4176,30845,Emiliano Zapata,4176 - Emiliano Zapata
4176,32917,Bellavista,4176 - Bellavista
4176,34674,La Guajolota,4176 - La Guajolota
4176,37806,Jesús del Monte,4176 - Jesús del Monte
4176,40010,Las Torres,4176 - Las Torres
4176,43953,Buenavista,4176 - Buenavista
4176,48325,Delfines,4176 - Delfines
4176,56246,Tequexquinahuac,4176 - Tequexquinahuac
4176,61192,Villa Etelvina,4176 - Villa Etelvina
4176,66614,Los Cenizos,4176 - Los Cenizos
4176,70934,San Agustín,4176 - San Agustín
4176,78406,Los Ramos (Ejido San Juanico Grande),4176 - Los Ramos (Ejido San Juanico Grande)
4176,84177,La Compuerta,4176 - La Compuerta
4177,27916,Noria del Alto,4177 - Noria del Alto
4177,30844,Terranova,4177 - Terranova
4177,33130,Deportiva,4177 - Deportiva
4177,34687,La Guitarra,4177 - La Guitarra
4177,37806,Independencia,4177 - Independencia
4177,40010,Guerrero Azteca,4177 - Guerrero Azteca
4177,43947,Cuatro Vientos,4177 - Cuatro Vientos
4177,48290,Lomas de San Nicolás,4177 - Lomas de San Nicolás
4177,56225,Lomas de Cristo,4177 - Lomas de Cristo
4177,61177,Los Pinitos de Taximaroa,4177 - Los Pinitos de Taximaroa
4177,70938,Barra de Navidad,4177 - Barra de Navidad
4177,78405,Los Rebajes,4177 - Los Rebajes
4177,84170,La Coteña,4177 - La Coteña
4177,96980,Nazareth,4177 - Nazareth
4178,27917,Noria del Naranjo,4178 - Noria del Naranjo
4178,30844,Nueva Independencia,4178 - Nueva Independencia
4178,31220,Haciendas Real,4178 - Haciendas Real
4178,34683,La Guitarrita,4178 - La Guitarrita
4178,37806,Loma Bonita,4178 - Loma Bonita
4178,43945,Cuautlatilpan,4178 - Cuautlatilpan
4178,48294,Lomas de Mismaloya,4178 - Lomas de Mismaloya
4178,56267,Guadalupe Victoria,4178 - Guadalupe Victoria
4178,61164,El Potrero,4178 - El Potrero
4178,66628,Parque de Investigación e Inovación Tecnológica,4178 - Parque de Investigación e Inovación Tecnológica
4178,71996,Rancho Mandingas,4178 - Rancho Mandingas
4178,78410,Los Rodríguez,4178 - Los Rodríguez
4178,84175,La Cuesta,4178 - La Cuesta
4178,96348,Niños Héroes,4178 - Niños Héroes
4179,27914,Noria Florencia,4179 - Noria Florencia
4179,30847,Nuevo Lucio Cabañas,4179 - Nuevo Lucio Cabañas
4179,33570,Última Agua,4179 - Última Agua
4179,37806,15 de Septiembre,4179 - 15 de Septiembre
4179,40010,Huerta Tamarindo,4179 - Huerta Tamarindo
4179,43953,El Calvario,4179 - El Calvario
4179,48328,Jardines de Vallarta,4179 - Jardines de Vallarta
4179,56256,Santa Lucía,4179 - Santa Lucía
4179,61252,Constituyentes,4179 - Constituyentes
4179,66613,Los Amarantos II,4179 - Los Amarantos II
4179,78414,Los Vargas,4179 - Los Vargas
4179,84178,La Cuesta,4179 - La Cuesta
4179,96987,Niños Héroes,4179 - Niños Héroes
4180,30847,La Gloria,4180 - La Gloria
4180,33749,Villas del Sol,4180 - Villas del Sol
4180,34680,La Hedionda,4180 - La Hedionda
4180,37806,Ampliación 15 de Septiembre,4180 - Ampliación 15 de Septiembre
4180,40010,Cascalotes,4180 - Cascalotes
4180,43949,El Capulín,4180 - El Capulín
4180,48316,Jardines Del Puerto,4180 - Jardines Del Puerto
4180,56257,Lomas de La Cruz,4180 - Lomas de La Cruz
4180,61253,Cuartel V,4180 - Cuartel V
4180,71998,Los Limones,4180 - Los Limones
4180,78407,Los Verdes,4180 - Los Verdes
4180,84175,La Curva,4180 - La Curva
4180,96370,Nueva Esperanza,4180 - Nueva Esperanza
4181,27914,Noria las Mercedes,4181 - Noria las Mercedes
4181,30843,La Pita,4181 - La Pita
4181,32540,Canto de Calabria,4181 - Canto de Calabria
4181,34694,La Huerta,4181 - La Huerta
4181,37806,Niños Héroes,4181 - Niños Héroes
4181,40010,Silvia Smutny de Figueroa,4181 - Silvia Smutny de Figueroa
4181,43945,El Capulín,4181 - El Capulín
4181,48318,Haciendas Del Pitilla,4181 - Haciendas Del Pitilla
4181,61254,Diana Laura,4181 - Diana Laura
4181,71998,El Macuil,4181 - El Macuil
4181,78406,Luisa López Puente,4181 - Luisa López Puente
4181,84176,La Escondida,4181 - La Escondida
4181,96770,Nueva Esperanza,4181 - Nueva Esperanza
4182,27926,Noria Número Dos mil Ciento Noventa y Cinco,4182 - Noria Número Dos mil Ciento Noventa y Cinco
4182,30843,Los Fideles,4182 - Los Fideles
4182,31615,Campo 116,4182 - Campo 116
4182,34687,La Joya,4182 - La Joya
4182,37806,Lindavista,4182 - Lindavista
4182,40024,Héroes del Sur,4182 - Héroes del Sur
4182,43947,El Carmen,4182 - El Carmen
4182,48344,Del Mar,4182 - Del Mar
4182,61254,El Arenal,4182 - El Arenal
4182,71985,Ficus,4182 - Ficus
4182,78420,Maico (Guillermo Ortega),4182 - Maico (Guillermo Ortega)
4182,84176,La Escondida,4182 - La Escondida
4182,96536,Nueva Imagen,4182 - Nueva Imagen
4183,27917,Noria Santo Niño,4183 - Noria Santo Niño
4183,30843,Suchiate,4183 - Suchiate
4183,31607,Campo 4.5,4183 - Campo 4.5
4183,34675,La Joya,4183 - La Joya
4183,37806,Montecarlo,4183 - Montecarlo
4183,40024,Lomas del Pedregal,4183 - Lomas del Pedregal
4183,43948,El Cuatezón,4183 - El Cuatezón
4183,48314,La Marina,4183 - La Marina
4183,61254,El Carrizal,4183 - El Carrizal
4183,66607,Santa Rosa de Lima,4183 - Santa Rosa de Lima
4183,71998,La Yerba Santa,4183 - La Yerba Santa
4183,78410,Mano Blanca,4183 - Mano Blanca
4183,84176,La Escondida,4183 - La Escondida
4183,96344,Nuevo Carrizal,4183 - Nuevo Carrizal
4184,27914,Noria Sector Número Dos,4184 - Noria Sector Número Dos
4184,30843,Dorado Viejo,4184 - Dorado Viejo
4184,31542,San Javier,4184 - San Javier
4184,34677,La Joya,4184 - La Joya
4184,37806,Cocomacan,4184 - Cocomacan
4184,40024,Tierra y Libertad,4184 - Tierra y Libertad
4184,43946,El Cuervo,4184 - El Cuervo
4184,48333,Villas del Mar,4184 - Villas del Mar
4184,56254,Tepetitlán,4184 - Tepetitlán
4184,61254,El Progreso,4184 - El Progreso
4184,71997,Los Nanches,4184 - Los Nanches
4184,78414,María Justa Pérez Barbosa (Ejido Maravillas),4184 - María Justa Pérez Barbosa (Ejido Maravillas)
4184,84170,La Esperanza,4184 - La Esperanza
4184,96370,Obrera,4184 - Obrera
4185,27916,Noria Sector Ocho (Noria Dos),4185 - Noria Sector Ocho (Noria Dos)
4185,30844,Tezoatlán,4185 - Tezoatlán
4185,33017,Paseo las Virgenes,4185 - Paseo las Virgenes
4185,34685,La Joya Alegre,4185 - La Joya Alegre
4185,37806,La Libertad,4185 - La Libertad
4185,40024,Familiar,4185 - Familiar
4185,43945,El Durazno,4185 - El Durazno
4185,48280,24 de Febrero,4185 - 24 de Febrero
