x_codigo,x_zipcode_id,x_colonia,x_name
2050,80950,Guadalupe,2050 - Guadalupe
2050,85190,Palma Real,2050 - Palma Real
2050,86616,Moctezuma (Francisco I. Madero 3ra. Sección),2050 - Moctezuma (Francisco I. Madero 3ra. Sección)
2050,89602,Guadalupe Victoria,2050 - Guadalupe Victoria
2050,92776,Peña Alta,2050 - Peña Alta
2051,14080,Belisario Domínguez Sección XVI,2051 - Belisario Domínguez Sección XVI
2051,21720,Del Sol,2051 - Del Sol
2051,26176,2 de Agosto,2051 - 2 de Agosto
2051,30453,Venustiano Carranza,2051 - Venustiano Carranza
2051,33870,Hacienda de Sierra Seca,2051 - Hacienda de Sierra Seca
2051,35159,Filiberto García M,2051 - Filiberto García M
2051,37874,Rancho de Ovejas,2051 - Rancho de Ovejas
2051,40370,Atencahuites,2051 - Atencahuites
2051,43000,Nuevo México,2051 - Nuevo México
2051,47620,Hacienda Popotes,2051 - Hacienda Popotes
2051,52760,San Ramón,2051 - San Ramón
2051,67484,José O. Martinez Secc. B,2051 - José O. Martinez Secc. B
2051,70243,San Pedro Acatlan Grande,2051 - San Pedro Acatlan Grande
2051,75066,Tlanalapan,2051 - Tlanalapan
2051,79655,Galeana,2051 - Galeana
2051,80950,Fonhapo,2051 - Fonhapo
2051,85190,Quinta Real,2051 - Quinta Real
2051,86616,Francisco I. Madero,2051 - Francisco I. Madero
2051,89604,Habitacional,2051 - Habitacional
2052,14080,Barrio del Niño Jesús,2052 - Barrio del Niño Jesús
2052,21720,Indeco,2052 - Indeco
2052,26175,Luis Donaldo Colosio,2052 - Luis Donaldo Colosio
2052,30453,El Carmen,2052 - El Carmen
2052,33870,Ampliación Benito Juárez,2052 - Ampliación Benito Juárez
2052,37875,Peñuelas,2052 - Peñuelas
2052,40370,Los Ailes,2052 - Los Ailes
2052,47620,Las Colonias,2052 - Las Colonias
2052,52766,Santiago Yancuitlalpan,2052 - Santiago Yancuitlalpan
2052,60990,Guacamayas Comercial,2052 - Guacamayas Comercial
2052,67484,Marin,2052 - Marin
2052,70320,Tierra Nueva,2052 - Tierra Nueva
2052,75069,Vista Hermosa,2052 - Vista Hermosa
2052,76147,Vistana,2052 - Vistana
2052,79655,Mollinedo,2052 - Mollinedo
2052,80950,Salinas de Gortari,2052 - Salinas de Gortari
2052,85153,Robles Del Castillo Colectivista,2052 - Robles Del Castillo Colectivista
2052,86615,Francisci I. Madero,2052 - Francisci I. Madero
2052,89602,Independencia,2052 - Independencia
2052,93620,Picamosco,2052 - Picamosco
2053,21720,Valle de Guadalupe,2053 - Valle de Guadalupe
2053,26174,Progreso,2053 - Progreso
2053,30453,Fovissste,2053 - Fovissste
2053,33870,Nuevo Parralito,2053 - Nuevo Parralito
2053,34895,Héroe de Nacozari,2053 - Héroe de Nacozari
2053,37876,Catalán del Refugio (Catalanes),2053 - Catalán del Refugio (Catalanes)
2053,40371,Noxtepec,2053 - Noxtepec
2053,47620,Los Popotes,2053 - Los Popotes
2053,52766,Zacamulpa,2053 - Zacamulpa
2053,67484,Praderas de Cadereyta,2053 - Praderas de Cadereyta
2053,70249,San Pedro Chimaltepec,2053 - San Pedro Chimaltepec
2053,75063,Francisco I. Madero (El Sabinal),2053 - Francisco I. Madero (El Sabinal)
2053,76229,San Francisco de la Palma,2053 - San Francisco de la Palma
2053,79655,Jardines del Alto,2053 - Jardines del Alto
2053,80950,Del Parque,2053 - Del Parque
2053,85154,Las Fuentes,2053 - Las Fuentes
2053,92850,Pisaflores,2053 - Pisaflores
2054,14090,La Joya,2054 - La Joya
2054,21720,Nicolás Bravo,2054 - Nicolás Bravo
2054,26175,Nogalar,2054 - Nogalar
2054,29950,Manantial,2054 - Manantial
2054,33879,Miguel Hidalgo,2054 - Miguel Hidalgo
2054,35039,El Amigo,2054 - El Amigo
2054,37875,Ex-Hacienda Noria de Alday,2054 - Ex-Hacienda Noria de Alday
2054,40371,Poder de Dios,2054 - Poder de Dios
2054,43000,Carlos Salinas de Gortari,2054 - Carlos Salinas de Gortari
2054,47624,Plaza Tepatitlán,2054 - Plaza Tepatitlán
2054,52767,Ignacio Allende,2054 - Ignacio Allende
2054,60968,San Rafael del Reino (Arroyo de la Tierra),2054 - San Rafael del Reino (Arroyo de la Tierra)
2054,67484,Salinas de Gortari,2054 - Salinas de Gortari
2054,70250,Totontepec Villa de Morelos,2054 - Totontepec Villa de Morelos
2054,75065,González Ortega,2054 - González Ortega
2054,79655,El Altillo,2054 - El Altillo
2054,80950,La Loma,2054 - La Loma
2054,85154,Los Arcos,2054 - Los Arcos
2054,86617,Nicolás Bravo 2a Secc,2054 - Nicolás Bravo 2a Secc
2054,92125,Platanal,2054 - Platanal
2055,22760,Cíbolas Del Mar,2055 - Cíbolas Del Mar
2055,26176,Sanitaria,2055 - Sanitaria
2055,29950,El Bosque,2055 - El Bosque
2055,33880,Burocrática,2055 - Burocrática
2055,34106,Las Alamedas,2055 - Las Alamedas
2055,37867,Parritas,2055 - Parritas
2055,40371,Santa Cruz,2055 - Santa Cruz
2055,43000,Del Carmen,2055 - Del Carmen
2055,47630,Españita,2055 - Españita
2055,52768,San Juan Yautepec,2055 - San Juan Yautepec
2055,60968,El Reyno,2055 - El Reyno
2055,67484,Santa Cecilia,2055 - Santa Cecilia
2055,70251,Santa María Ocotepec,2055 - Santa María Ocotepec
2055,75069,Las Trancas (Santa Cruz),2055 - Las Trancas (Santa Cruz)
2055,76490,Cuesta Colorada,2055 - Cuesta Colorada
2055,79655,El Alto,2055 - El Alto
2055,81820,Solidaridad,2055 - Solidaridad
2055,85154,Las Espigas,2055 - Las Espigas
2055,86617,Nicolás Bravo 3a Secc,2055 - Nicolás Bravo 3a Secc
2055,87089,Insurgentes,2055 - Insurgentes
2055,92774,Playa Emiliano Zapata,2055 - Playa Emiliano Zapata
2056,22760,Lomas Del Sauzal,2056 - Lomas Del Sauzal
2056,26452,Sagón,2056 - Sagón
2056,29950,Ocosingo,2056 - Ocosingo
2056,33880,Fuentes de Bellavista,2056 - Fuentes de Bellavista
2056,37860,San Juan Pan de Arriba,2056 - San Juan Pan de Arriba
2056,40371,Tecoanapa,2056 - Tecoanapa
2056,47630,Nueva Españita,2056 - Nueva Españita
2056,52769,La Cañada,2056 - La Cañada
